start...

30sec fixe on breadboard
~344hz ~2.9ms per measure

Counter_?ms;AccelX;AccelY;AccelZ;AngleX;AngleY;AngleZ;GyroX;GyroY;GyroZ;Pitch;Roll;Yaw;Temperature;
943;1.017;0.006;0.004;0.358;-89.565;0.248;0.641;-3.099;-1.435;-7.027;0.514;-1.703;21.283;
944;1.017;0.006;0.004;0.358;-89.565;0.248;0.641;-3.099;-1.435;-7.027;0.514;-1.703;21.283;
945;1.017;0.006;0.004;0.358;-89.565;0.248;0.641;-3.099;-1.435;-7.027;0.514;-1.703;21.283;
946;1.017;0.006;0.004;0.358;-89.565;0.248;0.641;-3.099;-1.435;-7.027;0.514;-1.703;21.283;
947;1.021;-0.004;0.014;-0.247;-89.168;0.795;0.519;-3.817;-1.481;-7.045;0.494;-1.717;21.189;
948;1.021;-0.004;0.014;-0.247;-89.168;0.795;0.519;-3.817;-1.481;-7.045;0.494;-1.717;21.189;
949;1.021;-0.004;0.014;-0.247;-89.168;0.795;0.519;-3.817;-1.481;-7.045;0.494;-1.717;21.189;
950;1.021;-0.004;0.014;-0.247;-8911.456;0.321;-3.145;-1.634;-7.763;0.624;-2.087;21.236;
1181;1.018;0.000;0.026;0.027;-88.544;1.456;0.321;-3.145;-1.634;-7.763;0.624;-2.087;21.236;
1182;1.018;0.000;0.026;0.027;-88.544;1.456;0.321;-3.145;-1.634;-7.763;0.624;-2.087;21.236;
1183;1.018;0.000;0.026;0.027;-88.544;1.456;0.321;-3.145;-1.634;-7.763;0.624;-2.087;21.236;
1184;1.018;0.000;0.026;0.027;-88.544;1.456;0.321;-3.145;-1.634;-7.763;0.624;-2.087;21.236;
1185;1.018;0.000;0.026;0.027;-88.544;1.456;0.321;-3.145;-1.634;-7.763;0.624;-2.087;21.236;
1186;1.018;0.000;0.026;0.027;-88.544;1.456;0.321;-3.145;-1.634;-7.763;0.624;-2.087;21.236;
1187;1.010;0.002;0.016;0.097;-89.095;0.900;0.534;-3.176;-1.511;-7.817;0.632;-2.103;21.283;
1188;1.010;0.002;0.016;0.097;-89.095;0.900;0.534;-3.176;-1.511;-7.817;0.632;-2.103;21.283;
1189;1.010;0.002;0.016;0.097;-89.095;0.900;0.534;-3.176;-1.511;-7.817;0.632;-2.103;21.283;
1190;1.010;0.002;0.016;0.097;-89.095;0.900;0.534;-3.176;-1.511;-7.817;0.632;-2.103;21.283;
1191;1.010;0.002;0.016;0.097;-89.095;0.900;0.534;-3.176;-1.511;-7.817;0.632;-2.103;21.283;
1192;1.010;0.002;0.016;0.097;-89.095;0.900;0.534;-3.176;-1.511;-7.817;0.632;-2.103;21.283;
1193;1.010;0.002;0.016;0.097;-89.095;0.900;0.534;-3.176;-1.511;-7.817;0.632;-2.103;21.283;
1194;1.010;0.002;0.016;0.097;-89.095;0.900;0.534;-3.176;-1.511;-7.817;0.632;-2.103;21.283;
1195;1.010;0.002;0.016;0.097;-89.095;0.900;0.534;-3.176;-1.511;-7.817;0.632;-2.103;21.283;
1196;1.010;0.002;0.016;0.097;-89.095;0.900;0.534;-3.176;-1.511;-7.817;0.632;-2.103;21.283;
1197;1.017;0.001;0.002;0.069;-89.870;0.110;0.305;-3.069;-1.588;-7.878;0.634;-2.120;21.189;
1198;1.017;0.001;0.002;0.069;-89.870;0.110;0.305;-3.069;-1.588;-7.878;0.634;-2.120;21.189;
1199;1.017;0.001;0.002;0.069;-89.870;0.110;0.305;-3.069;-1.588;-7.878;0.634;-2.120;21.189;
1200;1.017;0.001;0.002;0.069;-89.870;0.110;0.305;-3.069;-1.588;-7.878;0.634;-2.120;21.189;
1201;1.017;0.001;0.002;0.069;-89.870;0.110;0.305;-3.069;-1.588;-7.878;0.634;-2.120;21.189;
1202;1.017;0.001;0.002;0.069;-89.870;0.110;0.305;-3.069;-1.588;-7.878;0.634;-2.120;21.189;
1203;1.017;0.001;0.002;0.069;-89.870;0.110;0.305;-3.069;-1.588;-7.878;0.634;-2.120;21.189;
1204;1.017;0.001;0.002;0.069;-89.870;0.110;0.305;-3.069;-1.588;-7.878;0.634;-2.120;21.189;
1205;1.017;0.001;0.002;0.069;-89.870;0.110;0.305;-3.069;-1.588;-7.878;0.634;-2.120;21.189;
1206;1.012;-0.006;0.018;-0.345;-88.947;0.995;0.443;-3.221;-1.603;-7.870;0.622;-2.135;21.236;
1207;1.012;-0.006;0.018;-0.345;-88.947;0.995;0.443;-3.221;-1.603;-7.870;0.622;-2.135;21.236;
1208;1.012;-0.006;0.018;-0.345;-88.947;0.995;0.443;-3.221;-1.603;-7.870;0.622;-2.135;21.236;
1209;1.012;-0.006;0.018;-0.345;-88.947;0.995;0.443;-3.221;-1.603;-7.870;0.622;-2.135;21.236;
1210;1.012;-0.006;0.018;-0.345;-88.947;0.995;0.443;-3.221;-1.603;-7.870;0.622;-2.135;21.236;
1211;1.012;-0.006;0.018;-0.345;-88.947;0.995;0.443;-3.221;-1.603;-7.870;0.622;-2.135;21.236;
1212;1.012;-0.006;0.018;-0.345;-88.947;0.995;0.443;-3.221;-1.603;-7.870;0.622;-2.135;21.236;
1213;1.012;-0.006;0.018;-0.345;-88.947;0.995;0.443;-3.221;-1.603;-7.870;0.622;-2.135;21.236;
1214;1.012;-0.006;0.018;-0.345;-88.947;0.995;0.443;-3.221;-1.603;-7.870;0.622;-2.135;21.236;
1215;1.012;-0.006;0.018;-0.345;-88.947;0.995;0.443;-3.221;-1.603;-7.870;0.622;-2.135;21.236;
1216;1.012;0.000;0.013;0.000;-89.253;0.747;0.351;-3.115;-1.527;-7.914;0.639;-2.151;21.189;
1217;1.012;0.000;0.013;0.000;-89.253;0.747;0.351;-3.115;-1.527;-7.914;0.639;-2.151;21.189;
1218;1.012;0.000;0.013;0.000;-89.253;0.747;0.351;-3.115;-1.527;-7.914;0.639;-2.151;21.189;
1219;1.012;0.000;0.013;0.000;-89.253;0.747;0.351;-3.115;-1.527;-7.914;0.639;-2.151;21.189;
1220;1.012;0.000;0.013;0.000;-89.253;0.747;0.351;-3.115;-1.527;-7.914;0.639;-2.151;21.189;
1221;1.012;0.000;0.013;0.000;-89.253;0.747;0.351;-3.115;-1.527;-7.914;0.639;-2.151;21.189;
1222;1.012;0.000;0.013;0.000;-89.253;0.747;0.351;-3.115;-1.527;-7.914;0.639;-2.151;21.189;
1223;1.012;0.000;0.013;0.000;-89.253;0.747;0.351;-3.115;-1.527;-7.914;0.639;-2.151;21.189;
1224;1.012;0.000;0.013;0.000;-89.253;0.747;0.351;-3.115;-1.527;-7.914;0.639;-2.151;21.189;
1225;1.013;-0.003;0.003;-0.193;-89.736;0.180;0.336;-3.298;-1.496;-7.963;0.634;-2.165;21.283;
1226;1.013;-0.003;0.003;-0.193;-89.736;0.180;0.336;-3.298;-1.496;-7.963;0.634;-2.165;21.283;
1227;1.013;-0.003;0.003;-0.193;-89.736;0.180;0.336;-3.298;-1.496;-7.963;0.634;-2.165;21.283;
1228;1.013;-0.003;0.003;-0.193;-89.736;0.180;0.336;-3.298;-1.496;-7.963;0.634;-2.165;21.283;
1229;1.013;-0.003;0.003;-0.193;-89.736;0.180;0.336;-3.298;-1.496;-7.963;0.634;-2.165;21.283;
1230;1.013;-0.003;0.003;-0.193;-89.736;0.180;0.336;-3.298;-1.496;-7.963;0.634;-2.165;21.283;
1231;1.013;-0.003;0.003;-0.193;-89.736;0.180;0.336;-3.298;-1.496;-7.963;0.634;-2.165;21.283;
1232;1.013;-0.003;0.003;-0.193;-89.736;0.180;0.336;-3.298;-1.496;-7.963;0.634;-2.165;21.283;
1233;1.013;-0.003;0.003;-0.193;-89.736;0.180;0.336;-3.298;-1.496;-7.963;0.634;-2.165;21.283;
1234;1.013;-0.003;0.003;-0.193;-89.736;0.180;0.336;-3.298;-1.496;-7.963;0.634;-2.165;21.283;
1235;1.008;-0.003;0.007;-0.194;-89;521.189;
1458;1.016;0.003;-0.003;0.193;-89.746;-0.165;0.382;-3.053;-1.649;-8.715;0.760;-2.538;21.189;
-48.715;0.760;-2.538;21.189;
1460;1.016;0.003;-0.003;0.193;-89.746;-0.165;0.382;-3.053;-1.649;-8.715;0.760;-2.538;21.189;
1461;1.016;0.003;-0.003;0.193;-89.746;-0.165;0.382;-3.053;-1.649;-8.715;0.760;-2.538;21.189;
1462;1.016;0.003;-0.003;0.193;-89.746;-0.165;0.382;-3.053;-1.649;-8.715;0.760;-2.538;21.189;
1463;1.016;0.003;-0.003;0.193;-89.746;-0.165;0.382;-3.053;-1.649;-8.715;0.760;-2.538;21.189;
1464;1.011;-0.005;0.009;-0.277;-89.418;0.512;0.519;-3.038;-1.603;-8.732;0.746;-2.555;21.189;
1465;1.011;-0.005;0.009;-0.277;-89.418;0.512;0.519;-3.038;-1.603;-8.732;0.746;-2.555;21.189;
1466;1.011;-0.005;0.009;-0.277;-89.418;0.512;0.519;-3.038;-1.603;-8.732;0.746;-2.555;21.189;
1467;1.011;-0.005;0.009;-0.277;-89.418;0.512;0.519;-3.038;-1.603;-8.732;0.746;-2.555;21.189;
1468;1.011;-0.005;0.009;-0.277;-89.418;0.512;0.519;-3.038;-1.603;-8.732;0.746;-2.555;21.189;
1469;1.011;-0.005;0.009;-0.277;-89.418;0.512;0.519;-3.038;-1.603;-8.732;0.746;-2.555;21.189;
1470;1.011;-0.005;0.009;-0.277;-89.418;0.512;0.519;-3.038;-1.603;-8.732;0.746;-2.555;21.189;
1471;1.011;-0.005;0.009;-0.277;-89.418;0.512;0.519;-3.038;-1.603;-8.732;0.746;-2.555;21.189;
1472;1.011;-0.005;0.009;-0.277;-89.418;0.512;0.519;-3.038;-1.603;-8.732;0.746;-2.555;21.189;
1473;1.014;-0.000;0.015;-0.028;-89.158;0.841;0.397;-3.084;-1.481;-8.750;0.760;-2.569;21.189;
1474;1.014;-0.000;0.015;-0.028;-89.158;0.841;0.397;-3.084;-1.481;-8.750;0.760;-2.569;21.189;
1475;1.014;-0.000;0.015;-0.028;-89.158;0.841;0.397;-3.084;-1.481;-8.750;0.760;-2.569;21.189;
1476;1.014;-0.000;0.015;-0.028;-89.158;0.841;0.397;-3.084;-1.481;-8.750;0.760;-2.569;21.189;
1477;1.014;-0.000;0.015;-0.028;-89.158;0.841;0.397;-3.084;-1.481;-8.750;0.760;-2.569;21.189;
1478;1.014;-0.000;0.015;-0.028;-89.158;0.841;0.397;-3.084;-1.481;-8.750;0.760;-2.569;21.189;
1479;1.014;-0.000;0.015;-0.028;-89.158;0.841;0.397;-3.084;-1.481;-8.750;0.760;-2.569;21.189;
1480;1.014;-0.000;0.015;-0.028;-89.158;0.841;0.397;-3.084;-1.481;-8.750;0.760;-2.569;21.189;
1481;1.014;-0.000;0.015;-0.028;-89.158;0.841;0.397;-3.084;-1.481;-8.750;0.760;-2.569;21.189;
1482;1.014;-0.000;0.015;-0.028;-89.158;0.841;0.397;-3.084;-1.481;-8.750;0.760;-2.569;21.189;
1483;1.016;0.003;0.021;0.193;-88.828;1.156;0.565;-3.176;-1.542;-8.769;0.774;-2.586;21.283;
1484;1.016;0.003;0.021;0.193;-88.828;1.156;0.565;-3.176;-1.542;-8.769;0.774;-2.586;21.283;
1485;1.016;0.003;0.021;0.193;-88.828;1.156;0.565;-3.176;-1.542;-8.769;0.774;-2.586;21.283;
1486;1.016;0.003;0.021;0.193;-88.828;1.156;0.565;-3.176;-1.542;-8.769;0.774;-2.586;21.283;
1487;1.016;0.003;0.021;0.193;-88.828;1.156;0.565;-3.176;-1.542;-8.769;0.774;-2.586;21.283;
1488;1.016;0.003;0.021;0.193;-88.828;1.156;0.565;-3.176;-1.542;-8.769;0.774;-2.586;21.283;
1489;1.016;0.003;0.021;0.193;-88.828;1.156;0.565;-3.176;-1.542;-8.769;0.774;-2.586;21.283;
1490;1.016;0.003;0.021;0.193;-88.828;1.156;0.565;-3.176;-1.542;-8.769;0.774;-2.586;21.283;
1491;1.016;0.003;0.021;0.193;-88.828;1.156;0.565;-3.176;-1.542;-8.769;0.774;-2.586;21.283;
1492;1.017;-0.001;0.022;-0.082;-88.760;1.238;0.382;-3.344;-1.740;-8.797;0.767;-2.602;21.236;
1493;1.017;-0.001;0.022;-0.082;-88.760;1.238;0.382;-3.344;-1.740;-8.797;0.767;-2.602;21.236;
1494;1.017;-0.001;0.022;-0.082;-88.760;1.238;0.382;-3.344;-1.740;-8.797;0.767;-2.602;21.236;
1495;1.017;-0.001;0.022;-0.082;-88.760;1.238;0.382;-3.344;-1.740;-8.797;0.767;-2.602;21.236;
1496;1.017;-0.001;0.022;-0.082;-88.760;1.238;0.382;-3.344;-1.740;-8.797;0.767;-2.602;21.236;
1497;1.017;-0.001;0.022;-0.082;-88.760;1.238;0.382;-3.344;-1.740;-8.797;0.767;-2.602;21.236;
1498;1.017;-0.001;0.022;-0.082;-88.760;1.238;0.382;-3.344;-1.740;-8.797;0.767;-2.602;21.236;
1499;1.017;-0.001;0.022;-0.082;-88.760;1.238;0.382;-3.344;-1.740;-8.797;0.767;-2.602;21.236;
1500;1.017;-0.001;0.022;-0.082;-88.760;1.238;0.382;-3.344;-1.740;-8.797;0.767;-2.602;21.236;
1501;1.017;-0.001;0.022;-0.082;-88.760;1.238;0.382;-3.344;-1.740;-8.797;0.767;-2.602;21.236;
1502;1.013;0.000;0.006;0.000;-89.669;0.331;0.489;-3.145;-1.557;-8.865;0.775;-2.618;21.283;
1503;1.013;0.000;0.006;0.000;-89.669;0.331;0.489;-3.145;-1.557;-8.865;0.775;-2.618;21.283;
1504;1.013;0.000;0.006;0.000;-89.669;0.331;0.489;-3.145;-1.557;-8.865;0.775;-2.618;21.283;
1505;1.013;0.000;0.006;0.000;-89.669;0.331;0.489;-3.145;-1.557;-8.865;0.775;-2.618;21.283;
1506;1.013;0.000;0.006;0.000;-89.669;0.331;0.489;-3.145;-1.557;-8.865;0.775;-2.618;21.283;
1507;1.013;0.000;0.006;0.000;-89.669;0.331;0.489;-3.145;-1.557;-8.865;0.775;-2.618;21.283;
1508;1.013;0.000;0.006;0.000;-89.669;0.331;0.489;-3.145;-1.557;-8.865;0.775;-2.618;21.283;
1509;1.013;0.000;0.006;0.000;-89.669;0.331;0.489;-3.145;-1.557;-8.865;0.775;-2.618;21.283;
1510;1.013;0.000;0.006;0.000;-89.669;0.331;0.489;-3.145;-1.557;-8.865;0.775;-2.618;21.283;
1511;1.011;-0.003;0.004;-0.180;-89.715;0.221;0.519;-3.206;-1.527;-8.895;0.773;-2.633;21.330;
1512;1.011;-0.003;0.004;-0.180;-89.715;0.221;0.519;-3.206;-1.527;-8.895;0.773;-2.633;21.330;
1513;1.011;-0.003;0.004;-0.180;-89.715;0.221;0.519;-3.206;-1.527;-8.895;0.773;-2.633;21.330;
161;-1.634;-9.625;0.887;-2.988;21.283;
1737;1.014;-0.002;0.006;-0.110;-89.638;0.345;0.656;-3.466;-1.634;-9.625;0.887;-239;
1738;1.014;-0.002;0.006;-0.110;-89.638;0.345;0.656;-3.466;-1.634;-9.625;0.887;-2.988;21.283;
1739;1.014;-0.002;0.006;-0.110;-89.638;0.345;0.656;-3.466;-1.634;-9.625;0.887;-2.988;21.283;
1740;1.016;0.001;0.010;0.055;-89.406;0.592;0.565;-3.359;-1.618;-9.646;0.899;-3.004;21.189;
1741;1.016;0.001;0.010;0.055;-89.406;0.592;0.565;-3.359;-1.618;-9.646;0.899;-3.004;21.189;
1742;1.016;0.001;0.010;0.055;-89.406;0.592;0.565;-3.359;-1.618;-9.646;0.899;-3.004;21.189;
1743;1.016;0.001;0.010;0.055;-89.406;0.592;0.565;-3.359;-1.618;-9.646;0.899;-3.004;21.189;
1744;1.016;0.001;0.010;0.055;-89.406;0.592;0.565;-3.359;-1.618;-9.646;0.899;-3.004;21.189;
1745;1.016;0.001;0.010;0.055;-89.406;0.592;0.565;-3.359;-1.618;-9.646;0.899;-3.004;21.189;
1746;1.016;0.001;0.010;0.055;-89.406;0.592;0.565;-3.359;-1.618;-9.646;0.899;-3.004;21.189;
1747;1.016;0.001;0.010;0.055;-89.406;0.592;0.565;-3.359;-1.618;-9.646;0.899;-3.004;21.189;
1748;1.016;0.001;0.010;0.055;-89.406;0.592;0.565;-3.359;-1.618;-9.646;0.899;-3.004;21.189;
1749;1.016;0.001;0.010;0.055;-89.406;0.592;0.565;-3.359;-1.618;-9.646;0.899;-3.004;21.189;
1750;1.020;0.001;0.001;0.082;-89.908;0.041;0.351;-3.344;-1.664;-9.699;0.904;-3.021;21.236;
1751;1.020;0.001;0.001;0.082;-89.908;0.041;0.351;-3.344;-1.664;-9.699;0.904;-3.021;21.236;
1752;1.020;0.001;0.001;0.082;-89.908;0.041;0.351;-3.344;-1.664;-9.699;0.904;-3.021;21.236;
1753;1.020;0.001;0.001;0.082;-89.908;0.041;0.351;-3.344;-1.664;-9.699;0.904;-3.021;21.236;
1754;1.020;0.001;0.001;0.082;-89.908;0.041;0.351;-3.344;-1.664;-9.699;0.904;-3.021;21.236;
1755;1.020;0.001;0.001;0.082;-89.908;0.041;0.351;-3.344;-1.664;-9.699;0.904;-3.021;21.236;
1756;1.020;0.001;0.001;0.082;-89.908;0.041;0.351;-3.344;-1.664;-9.699;0.904;-3.021;21.236;
1757;1.020;0.001;0.001;0.082;-89.908;0.041;0.351;-3.344;-1.664;-9.699;0.904;-3.021;21.236;
1758;1.020;0.001;0.001;0.082;-89.908;0.041;0.351;-3.344;-1.664;-9.699;0.904;-3.021;21.236;
1759;1.019;0.000;0.004;0.000;-89.767;0.233;0.550;-3.176;-1.603;-9.722;0.905;-3.036;21.189;
1760;1.019;0.000;0.004;0.000;-89.767;0.233;0.550;-3.176;-1.603;-9.722;0.905;-3.036;21.189;
1761;1.019;0.000;0.004;0.000;-89.767;0.233;0.550;-3.176;-1.603;-9.722;0.905;-3.036;21.189;
1762;1.019;0.000;0.004;0.000;-89.767;0.233;0.550;-3.176;-1.603;-9.722;0.905;-3.036;21.189;
1763;1.019;0.000;0.004;0.000;-89.767;0.233;0.550;-3.176;-1.603;-9.722;0.905;-3.036;21.189;
1764;1.019;0.000;0.004;0.000;-89.767;0.233;0.550;-3.176;-1.603;-9.722;0.905;-3.036;21.189;
1765;1.019;0.000;0.004;0.000;-89.767;0.233;0.550;-3.176;-1.603;-9.722;0.905;-3.036;21.189;
1766;1.019;0.000;0.004;0.000;-89.767;0.233;0.550;-3.176;-1.603;-9.722;0.905;-3.036;21.189;
1767;1.019;0.000;0.004;0.000;-89.767;0.233;0.550;-3.176;-1.603;-9.722;0.905;-3.036;21.189;
1768;1.019;0.000;0.004;0.000;-89.767;0.233;0.550;-3.176;-1.603;-9.722;0.905;-3.036;21.189;
1769;1.009;0.002;0.014;0.125;-89.187;0.804;0.473;-3.282;-1.588;-9.732;0.915;-3.052;21.189;
1770;1.009;0.002;0.014;0.125;-89.187;0.804;0.473;-3.282;-1.588;-9.732;0.915;-3.052;21.189;
1771;1.009;0.002;0.014;0.125;-89.187;0.804;0.473;-3.282;-1.588;-9.732;0.915;-3.052;21.189;
1772;1.009;0.002;0.014;0.125;-89.187;0.804;0.473;-3.282;-1.588;-9.732;0.915;-3.052;21.189;
1773;1.009;0.002;0.014;0.125;-89.187;0.804;0.473;-3.282;-1.588;-9.732;0.915;-3.052;21.189;
1774;1.009;0.002;0.014;0.125;-89.187;0.804;0.473;-3.282;-1.588;-9.732;0.915;-3.052;21.189;
1775;1.009;0.002;0.014;0.125;-89.187;0.804;0.473;-3.282;-1.588;-9.732;0.915;-3.052;21.189;
1776;1.009;0.002;0.014;0.125;-89.187;0.804;0.473;-3.282;-1.588;-9.732;0.915;-3.052;21.189;
1777;1.009;0.002;0.014;0.125;-89.187;0.804;0.473;-3.282;-1.588;-9.732;0.915;-3.052;21.189;
1778;1.009;0.002;0.014;0.125;-89.187;0.804;0.473;-3.282;-1.588;-9.732;0.915;-3.052;21.189;
1779;1.016;0.001;0.001;0.083;-89.901;0.055;0.550;-3.069;-1.542;-9.791;0.919;-3.068;21.330;
1780;1.016;0.001;0.001;0.083;-89.901;0.055;0.550;-3.069;-1.542;-9.791;0.919;-3.068;21.330;
1781;1.016;0.001;0.001;0.083;-89.901;0.055;0.550;-3.069;-1.542;-9.791;0.919;-3.068;21.330;
1782;1.016;0.001;0.001;0.083;-89.901;0.055;0.550;-3.069;-1.542;-9.791;0.919;-3.068;21.330;
1783;1.016;0.001;0.001;0.083;-89.901;0.055;0.550;-3.069;-1.542;-9.791;0.919;-3.068;21.330;
1784;1.016;0.001;0.001;0.083;-89.901;0.055;0.550;-3.069;-1.542;-9.791;0.919;-3.068;21.330;
1785;1.016;0.001;0.001;0.083;-89.901;0.055;0.550;-3.069;-1.542;-9.791;0.919;-3.068;21.330;
1786;1.016;0.001;0.001;0.083;-89.901;0.055;0.550;-3.069;-1.542;-9.791;0.919;-3.068;21.330;
1787;1.016;0.001;0.001;0.083;-89.901;0.055;0.550;-3.069;-1.542;-9.791;0.919;-3.068;21.330;
1788;1.016;-0.003;0.013;-0.151;-89.255;0.730;0.534;-3.298;-1.527;-9.795;0.914;-3.083;21.095;
1789;1.016;-0.003;0.013;-0.151;-89.255;0.730;0.534;-3.298;-1.527;-9.795;0.914;-3.083;21.095;
119.011;0.002;0.013;0.111;-89.245;0.747;0.580;-3.252;-1.740;-10.522;1.022;-3.441;21.236;
2008;1.011;0.002;0.013;0.111;-89.245;0.747;0.580;-3.252;-1.740;-10.522;1.022;-3.441;21.236;
2009;1.011;0.002;0.013;0.111;-89.245;0.747;0.580;-3.252;-1.740;-10.522;1.022;-3.441;21.236;
2010;1.011;0.002;0.013;0.111;-89.245;0.747;0.580;-3.252;-1.740;-10.522;1.022;-3.441;21.236;
2011;1.011;0.002;0.013;0.111;-89.245;0.747;0.580;-3.252;-1.740;-10.522;1.022;-3.441;21.236;
2012;1.011;0.002;0.013;0.111;-89.245;0.747;0.580;-3.252;-1.740;-10.522;1.022;-3.441;21.236;
2013;1.011;0.002;0.013;0.111;-89.245;0.747;0.580;-3.252;-1.740;-10.522;1.022;-3.441;21.236;
2014;1.011;0.002;0.013;0.111;-89.245;0.747;0.580;-3.252;-1.740;-10.522;1.022;-3.441;21.236;
2015;1.011;0.002;0.013;0.111;-89.245;0.747;0.580;-3.252;-1.740;-10.522;1.022;-3.441;21.236;
2016;1.011;0.002;0.013;0.111;-89.245;0.747;0.580;-3.252;-1.740;-10.522;1.022;-3.441;21.236;
2017;1.013;0.000;0.005;0.000;-89.738;0.262;0.641;-3.115;-1.405;-10.573;1.024;-3.456;21.236;
2018;1.013;0.000;0.005;0.000;-89.738;0.262;0.641;-3.115;-1.405;-10.573;1.024;-3.456;21.236;
2019;1.013;0.000;0.005;0.000;-89.738;0.262;0.641;-3.115;-1.405;-10.573;1.024;-3.456;21.236;
2020;1.013;0.000;0.005;0.000;-89.738;0.262;0.641;-3.115;-1.405;-10.573;1.024;-3.456;21.236;
2021;1.013;0.000;0.005;0.000;-89.738;0.262;0.641;-3.115;-1.405;-10.573;1.024;-3.456;21.236;
2022;1.013;0.000;0.005;0.000;-89.738;0.262;0.641;-3.115;-1.405;-10.573;1.024;-3.456;21.236;
2023;1.013;0.000;0.005;0.000;-89.738;0.262;0.641;-3.115;-1.405;-10.573;1.024;-3.456;21.236;
2024;1.013;0.000;0.005;0.000;-89.738;0.262;0.641;-3.115;-1.405;-10.573;1.024;-3.456;21.236;
2025;1.013;0.000;0.005;0.000;-89.738;0.262;0.641;-3.115;-1.405;-10.573;1.024;-3.456;21.236;
2026;1.013;-0.003;0.019;-0.166;-88.924;1.063;0.443;-3.374;-1.466;-10.571;1.021;-3.470;21.236;
2027;1.013;-0.003;0.019;-0.166;-88.924;1.063;0.443;-3.374;-1.466;-10.571;1.021;-3.470;21.236;
2028;1.013;-0.003;0.019;-0.166;-88.924;1.063;0.443;-3.374;-1.466;-10.571;1.021;-3.470;21.236;
2029;1.013;-0.003;0.019;-0.166;-88.924;1.063;0.443;-3.374;-1.466;-10.571;1.021;-3.470;21.236;
2030;1.013;-0.003;0.019;-0.166;-88.924;1.063;0.443;-3.374;-1.466;-10.571;1.021;-3.470;21.236;
2031;1.013;-0.003;0.019;-0.166;-88.924;1.063;0.443;-3.374;-1.466;-10.571;1.021;-3.470;21.236;
2032;1.013;-0.003;0.019;-0.166;-88.924;1.063;0.443;-3.374;-1.466;-10.571;1.021;-3.470;21.236;
2033;1.013;-0.003;0.019;-0.166;-88.924;1.063;0.443;-3.374;-1.466;-10.571;1.021;-3.470;21.236;
2034;1.013;-0.003;0.019;-0.166;-88.924;1.063;0.443;-3.374;-1.466;-10.571;1.021;-3.470;21.236;
2035;1.013;-0.003;0.019;-0.166;-88.924;1.063;0.443;-3.374;-1.466;-10.571;1.021;-3.470;21.236;
2036;1.012;-0.008;0.018;-0.442;-88.911;0.995;0.412;-3.160;-1.603;-10.603;1.015;-3.487;21.236;
2037;1.012;-0.008;0.018;-0.442;-88.911;0.995;0.412;-3.160;-1.603;-10.603;1.015;-3.487;21.236;
2038;1.012;-0.008;0.018;-0.442;-88.911;0.995;0.412;-3.160;-1.603;-10.603;1.015;-3.487;21.236;
2039;1.012;-0.008;0.018;-0.442;-88.911;0.995;0.412;-3.160;-1.603;-10.603;1.015;-3.487;21.236;
2040;1.012;-0.008;0.018;-0.442;-88.911;0.995;0.412;-3.160;-1.603;-10.603;1.015;-3.487;21.236;
2041;1.012;-0.008;0.018;-0.442;-88.911;0.995;0.412;-3.160;-1.603;-10.603;1.015;-3.487;21.236;
2042;1.012;-0.008;0.018;-0.442;-88.911;0.995;0.412;-3.160;-1.603;-10.603;1.015;-3.487;21.236;
2043;1.012;-0.008;0.018;-0.442;-88.911;0.995;0.412;-3.160;-1.603;-10.603;1.015;-3.487;21.236;
2044;1.012;-0.008;0.018;-0.442;-88.911;0.995;0.412;-3.160;-1.603;-10.603;1.015;-3.487;21.236;
2045;1.012;0.004;0.024;0.235;-88.612;1.368;0.427;-3.267;-1.420;-10.621;1.046;-3.500;21.236;
2046;1.012;0.004;0.024;0.235;-88.612;1.368;0.427;-3.267;-1.420;-10.621;1.046;-3.500;21.236;
2047;1.012;0.004;0.024;0.235;-88.612;1.368;0.427;-3.267;-1.420;-10.621;1.046;-3.500;21.236;
2048;1.012;0.004;0.024;0.235;-88.612;1.368;0.427;-3.267;-1.420;-10.621;1.046;-3.500;21.236;
2049;1.012;0.004;0.024;0.235;-88.612;1.368;0.427;-3.267;-1.420;-10.621;1.046;-3.500;21.236;
2050;1.012;0.004;0.024;0.235;-88.612;1.368;0.427;-3.267;-1.420;-10.621;1.046;-3.500;21.236;
2051;1.012;0.004;0.024;0.235;-88.612;1.368;0.427;-3.267;-1.420;-10.621;1.046;-3.500;21.236;
2052;1.012;0.004;0.024;0.235;-88.612;1.368;0.427;-3.267;-1.420;-10.621;1.046;-3.500;21.236;
2053;1.012;0.004;0.024;0.235;-88.612;1.368;0.427;-3.267;-1.420;-10.621;1.046;-3.500;21.236;
2054;1.012;0.004;0.024;0.235;-88.612;1.368;0.427;-3.267;-1.420;-10.621;1.046;-3.500;21.236;
2055;1.015;-0.002;0.010;-0.138;-89.432;0.551;0.519;-3.344;-1.634;-10.687;1.036;-3.518;21.142;
2056;1.015;-0.002;0.010;-0.138;-89.432;0.551;0.519;-3.344;-1.634;-10.687;1.036;-3.518;21.142;
2057;1.015;-0.002;0.010;-0.138;-89.432;0.551;0.519;-3.344;-1.634;-10.687;1.036;-3.518;21.142;
2058;1.015;-0.002;0.010;-0.138;-89.432;0.551;0.519;-3.344;-1.634;-10.687;1.036;-3.518;21.142;
2059;1.015;-0.002;0.010;-0.138;-89.432;0.551;0.519;-3.344;-1.634;-10.687;1.036;-3.518;21.142;
